Sl No,Date,URL,Review_Title,Author,Rating,Review_text,Review_helpful
7638,on 2 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,satisfied,Gavadakatlamuralikrishna,4.0 out of 5 stars,Average,|Was this review helpful to you?YesNo
7639,on 25 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,Excellent,Amazon Customer,5.0 out of 5 stars,Mixer is working well,|Was this review helpful to you?YesNo
7640,on 23 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,Four Stars,Shami,4.0 out of 5 stars,good,|Was this review helpful to you?YesNo
7641,on 21 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,"I recently purchased from authorised dealer, this mixer is ...",Muniraj,2.0 out of 5 stars,"I recently purchased from authorised  dealer, this mixer is noisy they have not mentioned the decibel , but it's noisy. Hope the ergonomic design is not satisfactory,  there is no overload switch for reset .",|Was this review helpful to you?YesNo
7642,on 15 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,One Star,Amazon Customer,1.0 out of 5 stars,Lot of Noise,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7643,on 15 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,Four Stars,Renoj,4.0 out of 5 stars,good product,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7644,on 14 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,"Never buy here, I feel cheated",Amazon Customer,1.0 out of 5 stars,Never buy these things from amazon. I feel cheated. The product is very faulty. The blade comes off while using the mixi. And also the mixi leaves a bad coil burnt smell while using. I gifted this to someone very close and it is so embarrassing when they tell me that it is not working and they can't use it. Never buy these things from amazon pls.,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7645,on 11 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,Five Stars,Srinivas,5.0 out of 5 stars,Good Product.,|Was this review helpful to you?YesNo
7646,on 11 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,Good product,Rupesh Mishra,5.0 out of 5 stars,Its a good product so far in last 3-4 days. Lesser sound and the best part is it doesn't shakes on full power as well. Yet to see the use of bigger jar and the juicer. Overall satisfied.,|Was this review helpful to you?YesNo
7647,on 10 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,Four Stars,Sara,4.0 out of 5 stars,Good mixie. Got this as a gift for my mom and it's really good!,|Was this review helpful to you?YesNo
7648,on 9 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,Four Stars,Amazon Customer,4.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
7649,on 9 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,Three Stars,PAVAN K.,3.0 out of 5 stars,"HEATS VERY SOON,, SPEED IS GOOD",|Was this review helpful to you?YesNo
7650,on 9 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,Mixer delivered in a broken and unusable state - very bad product quality,Amazon Customer,1.0 out of 5 stars,"The mixer grinder was delivered to us in a  broken and unusable state. We are attaching some photos of the same. In addition to the broken state, most of the parts look like they are a few years old. The plastic quality used in this machine is sub-par and the whole base came off in transit. I would not recommend buying a Preethi product unless they can improve on the quality of body as well as the packaging for the product.","|
      45 people found this helpful.
    
  Was this review helpful to you?YesNo"
7651,on 4 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,We are using the mixer regularly and it is a fantastic,Amazon Customer,5.0 out of 5 stars,"After a thorough study, we placed order on Amazon. I really appreciate Amazon for their timely delivery and perfectly packed product. We are using the mixer regularly and it is a fantastic machine",|Was this review helpful to you?YesNo
7652,on 3 July 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,Five Stars,Ramesh babu Arigela,5.0 out of 5 stars,A wonderful product from Preethi as well as dealt comfortably by Amazon..Happy to have it...,|Was this review helpful to you?YesNo
7653,on 30 June 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,Four Stars,Dane West,4.0 out of 5 stars,GOOD ONE,|Was this review helpful to you?YesNo
7654,on 21 June 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=26,My parents are happy with it with one exception,Amazon Customer,4.0 out of 5 stars,"I bought this for my mom as a gift. My parents are happy with it with one exception, you need to run this machine little longer than other machines to get good results.",|Was this review helpful to you?YesNo
7655,on 7 June 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,And packing was not good plug pins were popping out from the box,Amazon Customer,4.0 out of 5 stars,Mixie jar outer surface has 2 small cuts since it has plastic body .. And packing was not good plug pins were popping out from the box,"|
      2 people found this helpful.
    
  Was this review helpful to you?YesNo"
7656,on 4 June 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,This is one of the worst mixer I ever bought,Ram Sastry,1.0 out of 5 stars,"This is one of the worst mixer I ever bought. Sumeet was the best and it served me for 20 years. Please do not buy this mixer, do not waste your money.",|Was this review helpful to you?YesNo
7657,on 30 May 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,Five Stars,Dilip Kawatkar,5.0 out of 5 stars,Excellent,|Was this review helpful to you?YesNo
7658,on 18 May 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,"Hi Friends, Dn't buy this product, its making ...",Amazon Customer,1.0 out of 5 stars,"Hi Friends,Dn't buy this product, its making  very big noise at our house, too much irritating,  We have purchased  product and we have used after 20 days, we dnt have option to return also. its making too much sound....  really fedup. I gone through the review and bought, but dnt believe those kind of fake  reviews some body posted , if you want purchase mixer please go to  shop and check the performance, sounds and buy. I hope all understand  above concern.",|Was this review helpful to you?YesNo
7659,on 12 May 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,Excellent Product and timely delivery !!,Amazon Customer,5.0 out of 5 stars,Silent and efficient motor. Chutney jar + Container is a good addin.,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7660,on 8 May 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,Five Stars,Dave,5.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
7661,on 4 May 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,Four Stars,KGS,4.0 out of 5 stars,Working fine,|Was this review helpful to you?YesNo
7662,on 29 April 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,Five Stars,SN,5.0 out of 5 stars,Its perfect,|Was this review helpful to you?YesNo
7663,on 28 April 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,Excellent,Amazon Customer,5.0 out of 5 stars,This is an Excellent product it does the work which other mixers cant if some one want a silent mixer grinder (silent mixer grinders is a myth it depends on the substance you are grinding) which even buzzes for long duration this will complete the same task in short period of time,|Was this review helpful to you?YesNo
7664,on 24 April 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=27,"Please dont get this product from Amazon Cloud Tail, ...",Praveen Kumar,1.0 out of 5 stars,"Please dont get this product from Amazon Cloud Tail,because they have provided me a duplicate product.The jar they have provided me was a duplicate and even the Mixer motor is not working properly.I was foooled by amazon , Please dont fall into the cheap price trap.","|
      2 people found this helpful.
    
  Was this review helpful to you?YesNo"
7665,on 20 April 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,Five Stars,Amazon Customer,5.0 out of 5 stars,Very good and nice product,|Was this review helpful to you?YesNo
7666,on 18 April 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,Five Stars,TV,5.0 out of 5 stars,item very good as exp-ected,|Was this review helpful to you?YesNo
7667,on 10 April 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,Product itself noisy or the item I have received noisy not sure..... One jar having dust seems like used one.,Ask2Ask,3.0 out of 5 stars,Seems like used one and too much noisy,|Was this review helpful to you?YesNo
7668,on 7 April 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,excellent product,sharafath,5.0 out of 5 stars,very good mixer grinder,|Was this review helpful to you?YesNo
7669,on 3 April 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,Four Stars,Amazon Customer,4.0 out of 5 stars,It was good..,|Was this review helpful to you?YesNo
7670,on 22 March 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,We recommend this product to our friends & relatives,Shrinivasan,5.0 out of 5 stars,I am writing this review after using the product for past 14 months (bought on 31-DEC-2014) . The performance of the product is excellent. We (my wife & I) have given 5 star for it. It is working like a work horse for all our grinding and blending (juicer) activities. We didn't find any issue with this product so far. Also the product delivery was very prompt (got it in 2 days). The packing was good and got all listed parts in excellent condition.,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7671,on 12 March 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,Worst product,Amazon Customer,1.0 out of 5 stars,Worst product after one month its not working properly don't buy this product in online,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7672,on 9 March 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,Five Stars,Amazon Customer,5.0 out of 5 stars,It is excellent.,|Was this review helpful to you?YesNo
7673,on 9 March 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,Juicer but how?,Dilip K,5.0 out of 5 stars,Working fine with all the jars except juicer. Im not sure how to use it. I tried juicing carrots but it couldn't do.,|Was this review helpful to you?YesNo
7674,on 27 February 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=28,Five Stars,Nalini Sastry,5.0 out of 5 stars,Happy with the product,|Was this review helpful to you?YesNo
7675,on 23 February 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=29,Perfect and Powerful Mixer Grinder,sekhar,5.0 out of 5 stars,The product was delivered before the estimated delivery date. The product is really very good and working perfectly. There were no issues till date.,|Was this review helpful to you?YesNo
7676,on 22 February 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=29,Five Stars,Amazon Customer,5.0 out of 5 stars,Really Worth Both on Money and quality of the Product,|Was this review helpful to you?YesNo
7677,on 20 February 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=29,"Product is good, but always remember electronic items better to purchase ...",Amazon Customer,4.0 out of 5 stars,"Product is good, but always remember electronic items better to purchase from shops. I think, its making little more sound.",|Was this review helpful to you?YesNo
7678,on 17 February 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=29,Five Stars,Rakesh Vemulapalli,5.0 out of 5 stars,A powerful motor and a very well designed mixer.,|Was this review helpful to you?YesNo
7679,on 13 February 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=29,Five Stars,GANESH PRABHU,5.0 out of 5 stars,very good product i am satisfied,|Was this review helpful to you?YesNo
7680,on 11 February 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=29,worst product,Anand Challa,1.0 out of 5 stars,worst product? can't manage minimum,|Was this review helpful to you?YesNo
7681,on 6 February 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=29,Four Stars,shubhada,4.0 out of 5 stars,nice product,|Was this review helpful to you?YesNo
